sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),variety,timestamp,event_id
5.645964781621473,3.502725284476707,1.698930988847856,1.0307739987539164,setosa,"04/25/2024, 22:24:52",29a307e0-6c18-496a-acfa-14f305e35cf8
5.945964781621473,3.6027252844767093,1.5989309888478558,1.0307739987539164,setosa,"04/25/2024, 22:24:52",d8bcc555-ee21-4ea3-8a38-f2485a0782fc
5.345964781621474,2.50272528447671,1.698930988847856,1.0307739987539164,setosa,"04/25/2024, 22:24:52",e20b0c52-e32b-4fd7-b74d-7dba5f518f80
5.445964781621473,2.6027252844767097,1.3989309888478556,1.0307739987539164,setosa,"04/25/2024, 22:24:52",993b944c-4d60-4590-afe5-18e69f2169c5
5.945964781621473,2.902725284476709,1.4989309888478557,1.0307739987539164,setosa,"04/25/2024, 22:24:52",8a332945-28f2-4fc1-b218-f1d919c10550
5.345964781621474,3.00272528447671,1.5989309888478558,1.0307739987539164,setosa,"04/25/2024, 22:24:52",ed47f183-8da3-49f9-b7e5-53bac22c9c01
4.845964781621474,2.402725284476709,1.4989309888478557,1.0307739987539164,setosa,"04/25/2024, 22:24:52",3b3a5295-9236-416d-908c-85f696f7fdc8
5.545964781621473,2.80272528447671,1.698930988847856,1.0307739987539164,setosa,"04/25/2024, 22:24:52",ac0fa790-3da3-4edc-9856-e82dec7dd3d8
5.445964781621473,2.902725284476709,1.4989309888478557,1.0307739987539164,setosa,"04/25/2024, 22:24:52",8c9d51e8-b65c-41a7-8716-7ffbd7a835c4
4.945964781621473,1.702725284476708,1.4989309888478557,1.0307739987539164,setosa,"04/25/2024, 22:24:52",1d3f6292-3548-4155-a873-55cbfa233c31
4.845964781621474,2.6027252844767097,1.4989309888478557,1.0307739987539164,setosa,"04/25/2024, 22:24:52",0535a9d7-25c2-4c09-b0fe-1a92599cdadd
5.445964781621473,2.902725284476709,1.798930988847856,1.0307739987539164,setosa,"04/25/2024, 22:24:52",cc6295dd-570c-4ec7-b6e5-eee0c5c632ab
5.545964781621473,3.2027252844767093,2.098930988847856,1.0307739987539164,setosa,"04/25/2024, 22:24:52",c062062d-0bf7-4d4f-af8e-74c2fb54cb21
5.245964781621472,2.402725284476709,1.5989309888478558,1.0307739987539164,setosa,"04/25/2024, 22:24:52",f7668529-fee4-4e70-913f-87f9c67bb4ee
5.545964781621473,3.2027252844767093,1.798930988847856,1.0307739987539164,setosa,"04/25/2024, 22:24:52",41a4c09e-8984-4221-9c09-e3b10e19e2f0
5.045964781621473,2.6027252844767097,1.5989309888478558,1.0307739987539164,setosa,"04/25/2024, 22:24:52",23ddfcb7-279b-483a-ba4b-af01792f5535
5.745964781621472,3.1027252844767097,1.698930988847856,1.0307739987539164,setosa,"04/25/2024, 22:24:52",9029c906-197d-4170-ac5c-e4712f2f5286
5.445964781621473,2.7027252844767093,1.5989309888478558,1.0307739987539164,setosa,"04/25/2024, 22:24:52",fb827276-f4e3-4a11-8358-57ede56af578
7.445964781621473,2.6027252844767097,4.898930988847857,1.805685481772107,virginica,"04/25/2024, 22:24:52",f531beb8-cc20-4de2-86f5-0685fdaa6ba3
6.845964781621474,2.6027252844767097,4.698930988847857,1.9056854817721072,virginica,"04/25/2024, 22:24:52",ddad9746-a4d5-4f81-bd89-51f43e0d1f3a
7.345964781621474,2.50272528447671,5.098930988847857,1.9056854817721072,virginica,"04/25/2024, 22:24:52",b5319c51-6e3d-46c6-afc0-e354662b3714
5.945964781621473,1.702725284476708,4.198930988847855,1.7056854817721074,versicolor,"04/25/2024, 22:24:52",cc7767e4-6693-46af-b021-f15cd1a58af9
6.945964781621473,2.2027252844767093,4.798930988847856,1.9056854817721072,virginica,"04/25/2024, 22:24:52",c5bf7671-0532-4264-9581-c9175ea80cba
6.145964781621473,2.2027252844767093,4.698930988847857,1.7056854817721074,versicolor,"04/25/2024, 22:24:52",e450ba07-e875-4e3c-bd62-4ac3468b7d29
6.745964781621472,2.7027252844767093,4.898930988847857,2.005685481772108,virginica,"04/25/2024, 22:24:52",b09886a3-4971-470e-b9cb-0a801786f480
5.345964781621474,1.802725284476709,3.498930988847856,1.4056854817721067,versicolor,"04/25/2024, 22:24:52",e0acbf40-79bd-43fa-b869-3dc0eb52c599
7.045964781621473,2.30272528447671,4.798930988847856,1.7056854817721074,versicolor,"04/25/2024, 22:24:52",2ef19bcc-86f3-44b9-8897-c35f6193b20b
5.645964781621473,2.10272528447671,4.098930988847855,1.805685481772107,versicolor,"04/25/2024, 22:24:52",69071468-2f0e-47cd-bab1-dbc1bee702fc
5.445964781621473,1.4027252844767073,3.698930988847856,1.4056854817721067,versicolor,"04/25/2024, 22:24:52",d0e34936-50b2-48fb-90f4-fd975ed8830a
6.345964781621474,2.402725284476709,4.398930988847857,1.9056854817721072,virginica,"04/25/2024, 22:24:52",bcb2e06a-05dd-4bf1-8bab-d0135eff9d4d
6.445964781621473,1.6027252844767084,4.198930988847855,1.4056854817721067,versicolor,"04/25/2024, 22:24:52",9cb6c1be-3882-46e1-9ae5-b46d422597de
6.545964781621473,2.30272528447671,4.898930988847857,1.805685481772107,virginica,"04/25/2024, 22:24:52",76402a2a-452c-43c9-8aa8-d7dc891fd927
6.045964781621473,2.30272528447671,3.798930988847856,1.7056854817721074,versicolor,"04/25/2024, 22:24:52",e1a83523-2c2b-40d1-8960-ec6f95482932
7.145964781621473,2.50272528447671,4.598930988847857,1.805685481772107,virginica,"04/25/2024, 22:24:52",1d7e33ef-abae-4029-b830-ca67691cfd15
6.045964781621473,2.402725284476709,4.698930988847857,1.9056854817721072,virginica,"04/25/2024, 22:24:52",17f12c12-a72e-4c06-82af-a9bf7695562c
6.245964781621472,2.10272528447671,4.298930988847856,1.4056854817721067,versicolor,"04/25/2024, 22:24:52",15229365-0caa-403f-8948-bf333cdadc90
6.645964781621473,1.6027252844767084,4.698930988847857,1.9056854817721072,virginica,"04/25/2024, 22:24:52",b160c80d-bfa4-4ef6-b5f6-bd8f4a1a8b1a
6.045964781621473,1.9027252844767093,4.098930988847855,1.5056854817721073,versicolor,"04/25/2024, 22:24:52",f75c636f-f1ba-44f2-847e-a340b1f0a2ef
6.345964781621474,2.6027252844767097,4.998930988847857,2.205685481772107,virginica,"04/25/2024, 22:24:52",6700eee8-fe66-4e82-a7a2-da6ff70fb233
6.545964781621473,2.2027252844767093,4.198930988847855,1.7056854817721074,versicolor,"04/25/2024, 22:24:52",93ecc722-7a88-49b2-9723-b46307bee420
6.745964781621472,1.9027252844767093,5.098930988847857,1.9056854817721072,virginica,"04/25/2024, 22:24:52",db486040-f7bb-45ef-b930-442d12ec4f03
6.545964781621473,2.2027252844767093,4.898930988847857,1.6056854817721071,versicolor,"04/25/2024, 22:24:52",fe3acd33-12d5-47f2-838e-154da92089cf
6.845964781621474,2.30272528447671,4.498930988847857,1.7056854817721074,versicolor,"04/25/2024, 22:24:52",764ede0a-9e48-4db3-b045-72b06f57d1c9
7.045964781621473,2.402725284476709,4.598930988847857,1.805685481772107,virginica,"04/25/2024, 22:24:52",09b92ea1-03bf-4cd6-aaa4-d93884f0416d
7.245964781621472,2.2027252844767093,4.998930988847857,1.805685481772107,virginica,"04/25/2024, 22:24:52",71f5c0df-56fb-4ddf-a3fb-eb5ecdf642d0
7.145964781621473,2.402725284476709,5.198930988847857,2.105685481772108,virginica,"04/25/2024, 22:24:52",5b63aa53-10b8-4cdc-8e61-d636cb7afe29
6.445964781621473,2.30272528447671,4.698930988847857,1.9056854817721072,virginica,"04/25/2024, 22:24:52",959155b3-ddb1-4e23-bc05-e3336c9e56f1
6.145964781621473,2.002725284476711,3.698930988847856,1.4056854817721067,versicolor,"04/25/2024, 22:24:52",ef1cb22d-4093-44bb-8478-26e1389b7d68
5.945964781621473,1.802725284476709,3.998930988847856,1.5056854817721073,versicolor,"04/25/2024, 22:24:52",83b99f03-7916-4388-b147-b5d7bee538d9
5.945964781621473,1.802725284476709,3.898930988847856,1.4056854817721067,versicolor,"04/25/2024, 22:24:52",eee589e8-5ee2-4428-b46e-35f85bc055f7
6.245964781621472,2.10272528447671,4.098930988847855,1.6056854817721071,versicolor,"04/25/2024, 22:24:52",6c1fbca6-a1c9-42f7-8ddf-c2821e8061d4
6.445964781621473,2.10272528447671,5.298930988847856,2.005685481772108,virginica,"04/25/2024, 22:24:52",ac31115e-9b13-4d72-9d91-de9042b61b68
5.845964781621474,2.402725284476709,4.698930988847857,1.9056854817721072,versicolor,"04/25/2024, 22:24:52",b34884d2-18e7-456e-a741-4dae39744898
6.445964781621473,2.80272528447671,4.698930988847857,2.005685481772108,virginica,"04/25/2024, 22:24:52",96272ac5-3c79-494e-893a-3745e3d84079
7.145964781621473,2.50272528447671,4.898930988847857,1.9056854817721072,virginica,"04/25/2024, 22:24:52",44ce62c0-37ec-4d8b-bdd9-6d9ef083fef6
6.745964781621472,1.702725284476708,4.598930988847857,1.7056854817721074,versicolor,"04/25/2024, 22:24:52",2c6b4c0e-bc98-4fd1-a341-04c12523984a
6.045964781621473,2.402725284476709,4.298930988847856,1.7056854817721074,versicolor,"04/25/2024, 22:24:52",612a7e9a-c3cb-4231-b858-0a767f86d523
5.945964781621473,1.9027252844767093,4.198930988847855,1.7056854817721074,versicolor,"04/25/2024, 22:24:52",850fc0d4-37ed-4018-b62d-1f4641f20965
5.945964781621473,2.002725284476711,4.598930988847857,1.6056854817721071,versicolor,"04/25/2024, 22:24:52",2cfe24c9-38d4-4776-a4c8-161372384e33
6.545964781621473,2.402725284476709,4.798930988847856,1.805685481772107,virginica,"04/25/2024, 22:24:52",cd68b778-bba2-481d-b064-a7ccaf1a1a9c
6.245964781621472,2.002725284476711,4.198930988847855,1.6056854817721071,versicolor,"04/25/2024, 22:24:52",a2278d93-928f-45a3-957d-c349283a52a0
5.445964781621473,1.702725284476708,3.498930988847856,1.4056854817721067,versicolor,"04/25/2024, 22:24:52",bd94e81b-ed81-4acc-8df5-9bb3ed7738f2
6.045964781621473,2.10272528447671,4.398930988847857,1.7056854817721074,versicolor,"04/25/2024, 22:24:52",6980c98d-5df9-4218-91d2-52b75fbfe8e1
6.145964781621473,2.402725284476709,4.398930988847857,1.6056854817721071,versicolor,"04/25/2024, 22:24:52",384662c7-601c-4e39-b948-bfdb79e6ce0f
6.145964781621473,2.30272528447671,4.398930988847857,1.7056854817721074,versicolor,"04/25/2024, 22:24:52",1052f50f-d1bf-4d1d-ba12-4351df1d19a9
6.645964781621473,2.30272528447671,4.498930988847857,1.7056854817721074,versicolor,"04/25/2024, 22:24:52",70bb6d5e-2e0e-471c-8680-1982cbb88ecb
5.545964781621473,1.9027252844767093,3.198930988847856,1.5056854817721073,versicolor,"04/25/2024, 22:24:52",3fa40ff4-0517-4e67-b6de-f8ae1d13be89
6.145964781621473,2.2027252844767093,4.298930988847856,1.7056854817721074,versicolor,"04/25/2024, 22:24:52",464abb85-e6f3-4a7b-801f-3c86c360c36c
6.745964781621472,2.7027252844767093,6.198930988847857,2.9056854817721067,virginica,"04/25/2024, 22:24:52",dd2cd1a6-ef6f-4700-aa8b-59a0be58de70
6.245964781621472,2.10272528447671,5.298930988847856,2.3056854817721075,virginica,"04/25/2024, 22:24:52",01523ceb-44b1-498b-97a8-47e4e1a11de8
7.545964781621473,2.402725284476709,6.098930988847857,2.505685481772108,virginica,"04/25/2024, 22:24:52",0a031056-01ae-49ee-b3bd-a70c8c6c2493
6.745964781621472,2.30272528447671,5.798930988847856,2.205685481772107,virginica,"04/25/2024, 22:24:52",02d77408-dfad-4942-ab3b-97f85602a8da
6.945964781621473,2.402725284476709,5.998930988847857,2.605685481772107,virginica,"04/25/2024, 22:24:52",ae183479-eced-4a6f-a0b9-bf9036824ae1
8.045964781621473,2.402725284476709,6.798930988847856,2.505685481772108,virginica,"04/25/2024, 22:24:52",0e6b0837-1a82-438f-9ebc-9e02eb091b6b
5.345964781621474,1.9027252844767093,4.698930988847857,2.105685481772108,versicolor,"04/25/2024, 22:24:52",a9e98ef8-844a-44c0-9617-69d9fd047996
7.745964781621472,2.30272528447671,6.498930988847857,2.205685481772107,virginica,"04/25/2024, 22:24:52",8f388cdc-c764-4b8e-a485-df412aeed414
7.145964781621473,1.9027252844767093,5.998930988847857,2.205685481772107,virginica,"04/25/2024, 22:24:52",760896d7-ffd5-44f1-b6d7-4079be4abcba
7.645964781621473,3.00272528447671,6.298930988847856,2.9056854817721067,virginica,"04/25/2024, 22:24:52",658812ff-2a07-45b3-a327-5b648e145ae3
6.945964781621473,2.6027252844767097,5.298930988847856,2.405685481772109,virginica,"04/25/2024, 22:24:52",08aa0332-267a-4a59-a655-ada8b4e61b43
6.845964781621474,2.10272528447671,5.498930988847857,2.3056854817721075,virginica,"04/25/2024, 22:24:52",c74166db-b153-42e2-a757-3f349533160a
7.245964781621472,2.402725284476709,5.698930988847857,2.505685481772108,virginica,"04/25/2024, 22:24:52",1c5b7a2e-f9f5-4797-8c47-771cbc231e17
6.145964781621473,1.9027252844767093,5.198930988847857,2.405685481772109,virginica,"04/25/2024, 22:24:52",86ba6444-05a1-42dc-8b5c-0ffb6eed23b2
6.245964781621472,2.2027252844767093,5.298930988847856,2.805685481772107,virginica,"04/25/2024, 22:24:52",f28fd2b6-7c92-42cb-9056-cdab91e4efd2
6.845964781621474,2.6027252844767097,5.498930988847857,2.7056854817721065,virginica,"04/25/2024, 22:24:52",ca469303-c2ed-40b9-8e9e-bf96d7f9d555
6.945964781621473,2.402725284476709,5.698930988847857,2.205685481772107,virginica,"04/25/2024, 22:24:52",af79fdd0-0089-4b68-aba9-3ac059396f6b
8.145964781621474,3.2027252844767093,6.898930988847857,2.605685481772107,virginica,"04/25/2024, 22:24:52",a184b5a3-6f80-40ae-a474-3cdd42e8771b
8.145964781621474,2.002725284476711,7.098930988847857,2.7056854817721065,virginica,"04/25/2024, 22:24:52",ec8eb600-8862-470b-ac41-60063677a0da
6.445964781621473,1.6027252844767084,5.198930988847857,1.9056854817721072,virginica,"04/25/2024, 22:24:52",6c4cd2e7-73b4-437b-bb74-68053388e3d3
7.345964781621474,2.6027252844767097,5.898930988847857,2.7056854817721065,virginica,"04/25/2024, 22:24:52",6b45bfed-44c3-4323-9dff-b681461a9808
6.045964781621473,2.2027252844767093,5.098930988847857,2.405685481772109,virginica,"04/25/2024, 22:24:52",e3f46d68-6512-456a-9987-1fbad8a37f49
8.145964781621474,2.2027252844767093,6.898930988847857,2.405685481772109,virginica,"04/25/2024, 22:24:52",aa9fd9b1-725c-4947-a89b-2db5f35a4720
6.745964781621472,2.10272528447671,5.098930988847857,2.205685481772107,virginica,"04/25/2024, 22:24:52",4fcf14ae-8fd3-4b4f-b503-32dfd08c860c
7.145964781621473,2.7027252844767093,5.898930988847857,2.505685481772108,virginica,"04/25/2024, 22:24:52",c87a7fc8-2e1f-4974-9dbb-bea7cc159eb9
7.645964781621473,2.6027252844767097,6.198930988847857,2.205685481772107,virginica,"04/25/2024, 22:24:52",60d168a4-ccdb-4f75-ba34-8b7cda209087
6.645964781621473,2.2027252844767093,4.998930988847857,2.205685481772107,virginica,"04/25/2024, 22:24:52",a205e72a-25a2-47a7-8faa-282aff62f0cd
6.545964781621473,2.402725284476709,5.098930988847857,2.205685481772107,virginica,"04/25/2024, 22:24:52",fadf23fa-cb4b-4f53-b83d-1fd2f37ff897
6.845964781621474,2.2027252844767093,5.798930988847856,2.505685481772108,virginica,"04/25/2024, 22:24:52",97933e9d-01bf-4404-8f2f-b4cbd83e3234
7.645964781621473,2.402725284476709,5.998930988847857,2.005685481772108,virginica,"04/25/2024, 22:24:52",fb8f2542-eb8a-4676-8209-a703a662b285
7.845964781621474,2.2027252844767093,6.298930988847856,2.3056854817721075,virginica,"04/25/2024, 22:24:52",9238dd92-8146-4693-b99c-28c2ea352a8e
8.345964781621477,3.2027252844767093,6.598930988847857,2.405685481772109,virginica,"04/25/2024, 22:24:52",f8901f5d-b6d1-4b8e-84aa-047aa4472c97
6.845964781621474,2.2027252844767093,5.798930988847856,2.605685481772107,virginica,"04/25/2024, 22:24:52",0e7a7bf8-a45d-4d8f-9b3f-cb921b7277c2
6.745964781621472,2.2027252844767093,5.298930988847856,1.9056854817721072,virginica,"04/25/2024, 22:24:52",21a2b8f5-ec94-49e7-b92e-0a498818109f
6.545964781621473,2.002725284476711,5.798930988847856,1.805685481772107,virginica,"04/25/2024, 22:24:52",5be01b75-9b6c-4d56-b476-372d2fb735ac
8.145964781621474,2.402725284476709,6.298930988847856,2.7056854817721065,virginica,"04/25/2024, 22:24:52",6338ff2d-c85f-4382-b943-44a75e41ce6c
6.745964781621472,2.80272528447671,5.798930988847856,2.805685481772107,virginica,"04/25/2024, 22:24:52",5ef1aa58-297b-41d0-a5a4-1e01a6d1d36e
6.845964781621474,2.50272528447671,5.698930988847857,2.205685481772107,virginica,"04/25/2024, 22:24:52",f68d9b8c-32ec-4418-92bf-0b2daa9adfa2
6.445964781621473,2.402725284476709,4.998930988847857,2.205685481772107,virginica,"04/25/2024, 22:24:52",e8fc47d1-5ff5-4b07-a40f-6a4e1c950d0a
7.345964781621474,2.50272528447671,5.598930988847857,2.505685481772108,virginica,"04/25/2024, 22:24:52",3bd7e25f-9591-4dfb-8c02-516f08094745
7.145964781621473,2.50272528447671,5.798930988847856,2.805685481772107,virginica,"04/25/2024, 22:24:52",8a8f1eb3-1458-4755-b8fe-cb40d6dfe0b0
7.345964781621474,2.50272528447671,5.298930988847856,2.7056854817721065,virginica,"04/25/2024, 22:24:52",e42ec11b-8b81-43c1-a7ba-b48808dfaf01
6.245964781621472,2.10272528447671,5.298930988847856,2.3056854817721075,virginica,"04/25/2024, 22:24:52",fe981b49-e2bb-4bc6-a736-4b683ad9c670
7.245964781621472,2.6027252844767097,6.098930988847857,2.7056854817721065,virginica,"04/25/2024, 22:24:52",c9bf76ec-9c63-4ade-b355-ea2aa6ffda7f
7.145964781621473,2.7027252844767093,5.898930988847857,2.9056854817721067,virginica,"04/25/2024, 22:24:52",e7a9f8ae-4bd9-4eea-81cc-d5c64e2ea5dd
7.145964781621473,2.402725284476709,5.398930988847857,2.7056854817721065,virginica,"04/25/2024, 22:24:52",282ab6d4-d5f0-41fc-90a3-5de7a0396e27
6.745964781621472,1.9027252844767093,5.198930988847857,2.3056854817721075,virginica,"04/25/2024, 22:24:52",bfabe721-2212-43b6-abfe-ed2c14c0003e
6.945964781621473,2.402725284476709,5.398930988847857,2.405685481772109,virginica,"04/25/2024, 22:24:52",c8f30362-7081-40e3-8943-d6a5de6d0bf8
6.645964781621473,2.80272528447671,5.598930988847857,2.7056854817721065,virginica,"04/25/2024, 22:24:52",bec373be-edbc-4c60-af10-b429d2d77891
6.345964781621474,2.402725284476709,5.298930988847856,2.205685481772107,virginica,"04/25/2024, 22:24:52",bfb794e0-e2e0-44db-8042-15c373e36a6b
